"regulation_code","regulation_name","regulation_short_name","comtrade_primary_code","commodity_short_name","hs_4d_code","hs_4d_name","hs_6d_code","hs_6d_name","fao_code","fao_name","bp","fao_parent_code","fao_primary_code","in_mapping_table","match"
"110313","Cereal groats and meal; of maize (corn)","Maize groats","1005","Maize","1103","Cereal groats; meal and pellets","110313","Cereal groats and meal; of maize (corn)","58","Flour of maize","0","56","56","1","partial"
"230210","Bran, sharps and other residues; of maize (corn), whether or not in the form of pellets, derived from the sifting, milling or other workings thereof","Maize bran","1005","Maize","2302","Bran, sharps and other residues; whether or not in the form of pellets derived from the sifting, milling or other working of cereals or of leguminous plants","230210","Bran, sharps and other residues; of maize (corn), whether or not in the form of pellets, derived from the sifting, milling or other workings thereof","59","Bran of maize","0","56","56","1","total"
"110430","Cereal; germ of cereals, whole, rolled, flaked or ground","Cereal germs","1005","Maize","1104","Cereal grains otherwise worked (e.g. hulled, rolled, flaked, pearled, sliced or kibbled) except rice of heading no. 1006; germ of cereals whole, rolled, flaked or ground","110430","Cereal; germ of cereals, whole, rolled, flaked or ground","57","Germ of maize","0","56","56","1","partial"
"230330","Brewing or distilling dregs and waste; whether or not in the form of pellets","Dregs","1005","Maize","2303","Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets","230330","Brewing or distilling dregs and waste; whether or not in the form of pellets","654","Brewing or distilling dregs and waste","0","56","56","1","total"
"2208","Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages","Alcohol beverages","1005","Maize","2208","Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages","220810","Compound alcoholic preps for beverage manufacture","634","Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","0","56","56","1","partial"
"2208","Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages","Alcohol beverages","1005","Maize","2208","Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages","220830","Whiskies","634","Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","0","56","56","1","partial"
"2208","Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages","Alcohol beverages","1005","Maize","2208","Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages","220870","Liqueurs and cordials","634","Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","0","56","56","1","partial"
"2208","Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages","Alcohol beverages","1005","Maize","2208","Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages","220890","Spirits, liqueurs and other spirituous beverages; n.e.c. in heading no. 2208","634","Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages","0","56","56","1","partial"
"2207","Ethyl alcohol, undenatured; of an alcoholic strength by volume of 80% vol. or higher; ethyl alcohol and other spirits, denatured, of any strength","Non-food alcohol beverages","1005","Maize","2207","Ethyl alcohol, undenatured; of an alcoholic strength by volume of 80% vol. or higher; ethyl alcohol and other spirits, denatured, of any strength","220710","Undenatured ethyl alcohol; of an alcoholic strength by volume of 80% vol. or higher","632","Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher","0","56","56","1","partial"
"2207","Ethyl alcohol, undenatured; of an alcoholic strength by volume of 80% vol. or higher; ethyl alcohol and other spirits, denatured, of any strength","Non-food alcohol beverages","1005","Maize","2207","Ethyl alcohol, undenatured; of an alcoholic strength by volume of 80% vol. or higher; ethyl alcohol and other spirits, denatured, of any strength","220720","Ethyl alcohol and other spirits; denatured, of any strength","632","Undenatured ethyl alcohol of an alcoholic strength by volume of 80% vol or higher","0","56","56","1","partial"
"1904","Prepared foods obtained by swelling or roasting cereals or cereal products (e.g. corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (not flour and meal), pre-cooked or otherwise prepared, n.e.c.","Breakfast cereals","1005","Maize","1904","Prepared foods obtained by swelling or roasting cereals or cereal products (e.g. corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (not flour and meal), pre-cooked or otherwise prepared, n.e.c.","190410","Food preparations; obtained by the swelling or roasting of cereals or cereal products","41","Breakfast cereals","0","56","56","1","partial"
"1904","Prepared foods obtained by swelling or roasting cereals or cereal products (e.g. corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (not flour and meal), pre-cooked or otherwise prepared, n.e.c.","Breakfast cereals","1005","Maize","1904","Prepared foods obtained by swelling or roasting cereals or cereal products (e.g. corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (not flour and meal), pre-cooked or otherwise prepared, n.e.c.","190420","Food preparations; obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals","41","Breakfast cereals","0","56","56","1","partial"
"110423","Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of maize (corn)","Cereal grains","1005","Maize","1104","Cereal grains otherwise worked (e.g. hulled, rolled, flaked, pearled, sliced or kibbled) except rice of heading no. 1006; germ of cereals whole, rolled, flaked or ground","110423","Cereal grains; worked (e.g. hulled, pearled, sliced or kibbled) of maize (corn)","113","Cereal preparations","0","56","56","1","total"
"110812","Starch; maize (corn) starch","Maize starch","1005","Maize","1108","Starches; inulin","110812","Starch; maize (corn) starch","64","Starch of maize","1","58","56","1","total"
"230310","Residues of starch manufacture and similar residues; whether or not in the form of pellets","Gluten","1005","Maize","2303","Residues of starch manufacture, similar residues; beet-pulp, bagasse and other waste of sugar manufacture, brewing or distilling dregs and waste, whether or not in the form of pellets","230310","Residues of starch manufacture and similar residues; whether or not in the form of pellets","63","Maize gluten","1","58","56","1","partial"
"230670","Maize/corn germ oil-cake","Maize cake","1005","Maize","2306","Oil-cake and other solid residues; whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading no. 2304 or 2305","230670","Maize/corn germ oil-cake","61","Cake of maize","1","57","56","1","total"
"151521","Vegetable oils; maize (corn) oil and its fractions, crude, not chemically modified","Maize oil crude","1005","Maize","1515","Fixed vegetable or microbial fats and oils n.e.c. in chapter 15 (including jojoba oil) and their fractions, whether or not refined, but not chemically modified","151521","Vegetable oils; maize (corn) oil and its fractions, crude, not chemically modified","60","Oil of maize","1","57","56","1","partial"
"151529","Vegetable oils; maize (corn) oil and its fractions, other than crude, whether or not refined, but not chemically modified","Maize oil other than crude","1005","Maize","1515","Fixed vegetable or microbial fats and oils n.e.c. in chapter 15 (including jojoba oil) and their fractions, whether or not refined, but not chemically modified","151529","Vegetable oils; maize (corn) oil and its fractions, other than crude, whether or not refined, but not chemically modified","60","Oil of maize","1","57","56","1","partial"
"4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip","Natural rubber",,"Rubber","4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip","400110","Rubber; natural rubber latex, whether or not pre-vulcanised, in primary forms or in plates, sheets or strip","836","Natural rubber in primary forms","NA","NA","NA","1","total"
"4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip","Natural rubber",,"Rubber","4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip","400121","Rubber; natural (excluding latex), in smoked sheets","837","Natural rubber in other forms","NA","NA","NA","1","partial"
"4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip","Natural rubber",,"Rubber","4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip","400122","Rubber; technically specified natural rubber (TSNR), in primary forms or in plates, sheets or strip (excluding latex and smoked sheets)","837","Natural rubber in other forms","NA","NA","NA","1","partial"
"4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip","Natural rubber",,"Rubber","4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip","400129","Rubber; natural (excluding latex, technically specified natural rubber and smoked sheets), in primary forms or in plates, sheets or strip","837","Natural rubber in other forms","NA","NA","NA","1","partial"
"4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip","Natural rubber",,"Rubber","4001","Natural rubber, balata, gutta-percha, guayule, chicle and similar gums; in primary forms or in plates, sheets or strip","400130","Balata, gutta-percha, guayule, chicle and similar natural gums; in primary forms or in plates, sheets or strip","839","Balata; gutta-percha; guayule; chicle and similar natural gums in primary forms or in plates; sheets or strip","NA","NA","NA","1","total"
